"Rank","Name","Tm","Vote Pts","1st Place","Share","WAR","G","AB","R","H","HR","RBI","SB","BB","BA","OBP","SLG","OPS","W","L","ERA","WHIP","G","GS","SV","IP","H","HR","BB","SO","Year"
"9","Lee May","HOU","30.0","0.0","9%","2.8","148","592","87","168","29","98","3","52",".284",".343",".490",".833","0","0","0","0","0","0","0","0","0","0","0","0",1972
"10","Mike Marshall","MON","22.0","0.0","7%","4.0","65","22","0","3","0","2","0","2",".136",".208",".182",".390","14","8","1.78","1.112","65","0","18","116.0","82","3","47","95",1972
"10","Ted Simmons","STL","22.0","0.0","7%","4.5","152","594","70","180","16","96","1","29",".303",".336",".465",".801","0","0","0","0","0","0","0","0","0","0","0","0",1972
"12","Pete Rose","CIN","19.0","0.0","6%","6.1","154","645","107","198","6","57","10","73",".307",".382",".417",".799","0","0","0","0","0","0","0","0","0","0","0","0",1972
"13","Clay Carroll","CIN","16.0","0.0","5%","1.6","65","11","2","2","0","1","0","0",".182",".182",".182",".364","6","4","2.25","1.260","65","0","37","96.0","89","5","32","51",1972
"13","Roberto Clemente","PIT","16.0","0.0","5%","4.8","102","378","68","118","10","60","0","29",".312",".356",".479",".835","0","0","0","0","0","0","0","0","0","0","0","0",1972
"15","Lou Brock","STL","13.0","0.0","4%","1.7","153","621","81","193","3","42","63","47",".311",".359",".393",".752","0","0","0","0","0","0","0","0","0","0","0","0",1972
"16","Henry Aaron","ATL","12.0","0.0","4%","3.9","129","449","75","119","34","77","4","92",".265",".390",".514",".904","0","0","0","0","0","0","0","0","0","0","0","0",1972
"16","Manny Sanguillen","PIT","12.0","0.0","4%","3.4","136","520","55","155","7","71","1","21",".298",".322",".404",".726","0","0","0","0","0","0","0","0","0","0","0","0",1972
"18","Steve Blass","PIT","9.0","0.0","3%","4.4","35","82","8","15","0","3","0","2",".183",".202",".207",".410","19","8","2.49","1.246","33","32","0","249.2","227","18","84","117",1972
"19","Ralph Garr","ATL","7.0","0.0","2%","1.8","134","554","87","180","12","53","25","25",".325",".359",".430",".788","0","0","0","0","0","0","0","0","0","0","0","0",1972
"20","Gene Clines","PIT","6.0","0.0","2%","1.6","107","311","52","104","0","17","12","16",".334",".369",".421",".790","0","0","0","0","0","0","0","0","0","0","0","0",1972
"20","Bobby Tolan","CIN","6.0","0.0","2%","4.9","149","604","88","171","8","82","42","44",".283",".334",".386",".720","0","0","0","0","0","0","0","0","0","0","0","0",1972
"22","Dusty Baker","ATL","5.0","0.0","1%","5.1","127","446","62","143","17","76","4","45",".321",".383",".504",".888","0","0","0","0","0","0","0","0","0","0","0","0",1972
"23","Manny Mota","LAD","4.0","0.0","1%","2.7","118","371","57","120","5","48","4","27",".323",".375",".434",".809","0","0","0","0","0","0","0","0","0","0","0","0",1972
"24","Dave Kingman","SFG","3.0","0.0","1%","1.6","135","472","65","106","29","83","16","51",".225",".303",".462",".765","0","0","0","0","0","0","0","0","0","0","0","0",1972
"25","Tug McGraw","NYM","2.0","0.0","1%","4.2","54","20","1","2","0","0","0","2",".100",".182",".100",".282","8","6","1.70","1.047","54","0","27","106.0","71","3","40","92",1972
"25","Tom Seaver","NYM","2.0","0.0","1%","5.6","36","89","5","13","3","4","0","5",".146",".191",".303",".495","21","12","2.92","1.115","35","35","0","262.0","215","23","77","249",1972
"25","Rusty Staub","NYM","2.0","0.0","1%","0.7","66","239","32","70","9","38","0","31",".293",".372",".452",".824","0","0","0","0","0","0","0","0","0","0","0","0",1972
"28","Jose Cardenal","CHC","1.0","0.0","0%","1.7","143","533","96","155","17","70","25","55",".291",".356",".454",".810","0","0","0","0","0","0","0","0","0","0","0","0",1972
"28","Fergie Jenkins","CHC","1.0","0.0","0%","5.8","36","109","8","20","1","8","0","5",".183",".219",".239",".458","20","12","3.20","1.089","36","36","0","289.1","253","32","62","184",1972
"28","Chris Speier","SFG","1.0","0.0","0%","6.1","150","562","74","151","15","71","9","82",".269",".361",".400",".761","0","0","0","0","0","0","0","0","0","0","0","0",1972
"1","Pete Rose","CIN","274.0","12.0","82%","8.3","160","680","115","230","5","64","10","65",".338",".401",".437",".838","0","0","0","0","0","0","0","0","0","0","0","0",1973
"2","Willie Stargell","PIT","250.0","10.0","74%","7.2","148","522","106","156","44","119","0","80",".299",".392",".646","1.038","0","0","0","0","0","0","0","0","0","0","0","0",1973
"3","Bobby Bonds","SFG","174.0","1.0","52%","7.8","160","643","131","182","39","96","43","87",".283",".370",".530",".900","0","0","0","0","0","0","0","0","0","0","0","0",1973
"4","Joe Morgan","CIN","102.0","1.0","30%","9.3","157","576","116","167","26","82","67","111",".290",".406",".493",".899","0","0","0","0","0","0","0","0","0","0","0","0",1973
"5","Mike Marshall","MON","93.0","0.0","28%","3.3","92","33","1","8","0","3","0","2",".242",".286",".242",".528","14","11","2.66","1.330","92","0","31","179.0","163","10","75","124",1973
"6","Lou Brock","STL","65.0","0.0","19%","2.1","160","650","110","193","7","63","70","71",".297",".364",".398",".762","0","0","0","0","0","0","0","0","0","0","0","0",1973
"7","Tony Perez","CIN","59.0","0.0","18%","5.3","151","564","73","177","27","101","3","74",".314",".393",".527",".919","0","0","0","0","0","0","0","0","0","0","0","0",1973
"8","Tom Seaver","NYM","57.0","0.0","17%","11.0","39","93","9","15","1","5","1","7",".161",".220",".237",".457","19","10","2.08","0.976","36","36","0","290.0","219","23","64","251",1973
"9","Ken Singleton","MON","52.0","0.0","15%","5.7","162","560","100","169","23","103","2","123",".302",".425",".479",".904","0","0","0","0","0","0","0","0","0","0","0","0",1973
"10","Johnny Bench","CIN","41.0","0.0","12%","4.7","152","557","83","141","25","104","4","83",".253",".345",".429",".774","0","0","0","0","0","0","0","0","0","0","0","0",1973
"11","Cesar Cedeno","HOU","39.0","0.0","12%","7.4","139","525","86","168","25","70","56","41",".320",".376",".537",".913","0","0","0","0","0","0","0","0","0","0","0","0",1973
"12","Henry Aaron","ATL","35.0","0.0","10%","4.7","120","392","84","118","40","96","1","68",".301",".402",".643","1.045","0","0","0","0","0","0","0","0","0","0","0","0",1973
"13","Davey Johnson","ATL","34.0","0.0","10%","4.4","157","559","84","151","43","99","5","81",".270",".370",".546",".916","0","0","0","0","0","0","0","0","0","0","0","0",1973
"14","Ted Simmons","STL","20.0","0.0","6%","5.5","161","619","62","192","13","91","2","61",".310",".370",".438",".808","0","0","0","0","0","0","0","0","0","0","0","0",1973
"15","Tug McGraw","NYM","17.0","0.0","5%","0.7","60","24","0","4","0","2","0","2",".167",".259",".167",".426","5","6","3.87","1.357","60","2","25","118.2","106","11","55","81",1973
"16","Willie Davis","LAD","12.0","0.0","4%","4.2","152","599","82","171","16","77","17","29",".285",".320",".444",".764","0","0","0","0","0","0","0","0","0","0","0","0",1973
"16","Felix Millan","NYM","12.0","0.0","4%","3.2","153","638","82","185","3","37","2","35",".290",".332",".353",".685","0","0","0","0","0","0","0","0","0","0","0","0",1973
"18","Darrell Evans","ATL","11.0","0.0","3%","9.0","161","595","114","167","41","104","6","124",".281",".403",".556",".959","0","0","0","0","0","0","0","0","0","0","0","0",1973
"19","Lee May","HOU","9.0","0.0","3%","1.5","148","545","65","147","28","105","1","34",".270",".310",".479",".789","0","0","0","0","0","0","0","0","0","0","0","0",1973
"20","Tito Fuentes","SFG","8.0","0.0","2%","2.6","160","656","78","182","6","63","12","45",".277",".328",".358",".686","0","0","0","0","0","0","0","0","0","0","0","0",1973
"21","Joe Ferguson","LAD","7.0","0.0","2%","5.0","136","487","84","128","25","88","1","87",".263",".369",".470",".839","0","0","0","0","0","0","0","0","0","0","0","0",1973
"21","Bob Watson","HOU","7.0","0.0","2%","4.7","158","573","97","179","16","94","1","85",".312",".403",".449",".852","0","0","0","0","0","0","0","0","0","0","0","0",1973
"23","Jack Billingham","CIN","6.0","0.0","2%","2.4","40","93","2","6","0","4","0","3",".065",".094",".097",".191","19","10","3.04","1.200","40","40","0","293.1","257","20","95","155",1973
"23","Jose Cardenal","CHC","6.0","0.0","2%","1.9","145","522","80","158","11","68","19","58",".303",".375",".437",".812","0","0","0","0","0","0","0","0","0","0","0","0",1973
"23","Al Oliver","PIT","6.0","0.0","2%","1.3","158","654","90","191","20","99","6","22",".292",".316",".463",".779","0","0","0","0","0","0","0","0","0","0","0","0",1973
"26","Ron Bryant","SFG","5.0","0.0","1%","3.5","42","95","11","16","0","7","0","9",".168",".240",".179",".419","24","12","3.53","1.315","41","39","0","270.0","240","23","115","143",1973
"26","Ron Hunt","MON","5.0","0.0","1%","2.5","113","401","61","124","0","18","10","52",".309",".418",".344",".763","0","0","0","0","0","0","0","0","0","0","0","0",1973
"28","Garry Maddox","SFG","3.0","0.0","1%","4.7","144","587","81","187","11","76","24","24",".319",".350",".460",".810","0","0","0","0","0","0","0","0","0","0","0","0",1973
"29","Bud Harrelson","NYM","2.0","0.0","1%","2.4","106","356","35","92","0","20","5","48",".258",".348",".309",".657","0","0","0","0","0","0","0","0","0","0","0","0",1973
"29","Greg Luzinski","PHI","2.0","0.0","1%","2.1","161","610","76","174","29","97","3","51",".285",".346",".484",".829","0","0","0","0","0","0","0","0","0","0","0","0",1973
"29","Billy Williams","CHC","2.0","0.0","1%","1.8","156","576","72","166","20","86","4","76",".288",".369",".438",".806","0","0","0","0","0","0","0","0","0","0","0","0",1973
"32","Bill Russell","LAD","1.0","0.0","0%","2.8","162","615","55","163","4","56","15","34",".265",".301",".337",".638","0","0","0","0","0","0","0","0","0","0","0","0",1973
"1","Steve Garvey","LAD","270.0","13.0","80%","4.4","156","642","95","200","21","111","5","31",".312",".342",".469",".811","0","0","0","0","0","0","0","0","0","0","0","0",1974
"2","Lou Brock","STL","233.0","8.0","69%","3.5","153","635","105","194","3","48","118","61",".306",".368",".381",".749","0","0","0","0","0","0","0","0","0","0","0","0",1974
"3","Mike Marshall","LAD","146.0","1.0","43%","3.2","106","34","2","8","0","2","0","0",".235",".235",".235",".471","15","12","2.42","1.186","106","0","21","208.1","191","9","56","143",1974
"4","Johnny Bench","CIN","141.0","0.0","42%","7.8","160","621","108","174","33","129","5","80",".280",".363",".507",".870","0","0","0","0","0","0","0","0","0","0","0","0",1974
"5","Jim Wynn","LAD","137.0","0.0","41%","7.7","150","535","104","145","32","108","18","108",".271",".387",".497",".884","0","0","0","0","0","0","0","0","0","0","0","0",1974
"6","Mike Schmidt","PHI","136.0","0.0","40%","9.8","162","568","108","160","36","116","23","106",".282",".395",".546",".941","0","0","0","0","0","0","0","0","0","0","0","0",1974
"7","Al Oliver","PIT","87.0","0.0","26%","4.7","147","617","96","198","11","85","10","33",".321",".358",".475",".832","0","0","0","0","0","0","0","0","0","0","0","0",1974
"8","Joe Morgan","CIN","72.0","0.0","21%","8.6","149","512","107","150","22","67","58","120",".293",".427",".494",".921","0","0","0","0","0","0","0","0","0","0","0","0",1974
"9","Richie Zisk","PIT","54.0","0.0","16%","5.2","149","536","75","168","17","100","1","65",".313",".386",".476",".862","0","0","0","0","0","0","0","0","0","0","0","0",1974
"10","Willie Stargell","PIT","43.0","0.0","13%","5.4","140","508","90","153","25","96","0","87",".301",".407",".537",".944","0","0","0","0","0","0","0","0","0","0","0","0",1974
"11","Reggie Smith","STL","39.0","0.0","12%","5.5","143","517","79","160","23","100","4","71",".309",".389",".528",".917","0","0","0","0","0","0","0","0","0","0","0","0",1974
"12","Ralph Garr","ATL","11.0","0.0","3%","5.0","143","606","87","214","11","54","26","28",".353",".383",".503",".886","0","0","0","0","0","0","0","0","0","0","0","0",1974
"13","Ted Simmons","STL","7.0","0.0","2%","3.6","152","599","66","163","20","103","0","47",".272",".327",".447",".774","0","0","0","0","0","0","0","0","0","0","0","0",1974
"14","Dave Cash","PHI","6.0","0.0","2%","4.6","162","687","89","206","2","58","20","46",".300",".351",".378",".729","0","0","0","0","0","0","0","0","0","0","0","0",1974
"15","Dave Concepcion","CIN","5.0","0.0","1%","5.5","160","594","70","167","14","82","41","44",".281",".335",".397",".732","0","0","0","0","0","0","0","0","0","0","0","0",1974
"16","Jack Billingham","CIN","4.0","0.0","1%","-0.9","36","67","0","5","0","1","0","1",".075",".088",".075",".163","19","11","3.94","1.399","36","35","0","212.1","233","16","64","103",1974
"16","Cesar Cedeno","HOU","4.0","0.0","1%","5.8","160","610","95","164","26","102","57","64",".269",".338",".461",".799","0","0","0","0","0","0","0","0","0","0","0","0",1974
"16","Al Hrabosky","STL","4.0","0.0","1%","1.1","66","13","2","4","0","2","0","0",".308",".308",".462",".769","8","1","2.95","1.234","65","0","9","88.1","71","3","38","82",1974
"16","Andy Messersmith","LAD","4.0","0.0","1%","6.6","39","96","12","23","1","11","0","11",".240",".312",".354",".666","20","6","2.59","1.098","39","39","0","292.1","227","24","94","221",1974
"20","Buzz Capra","ATL","3.0","0.0","1%","5.4","39","67","4","11","0","1","0","8",".164",".253",".164",".418","16","8","2.28","1.138","39","27","1","217.0","163","13","84","137",1974
"21","Richie Hebner","PIT","2.0","0.0","1%","3.8","146","550","97","160","18","68","0","60",".291",".363",".449",".812","0","0","0","0","0","0","0","0","0","0","0","0",1974
"21","Bake McBride","STL","2.0","0.0","1%","4.3","150","559","81","173","6","56","30","43",".309",".369",".394",".763","0","0","0","0","0","0","0","0","0","0","0","0",1974
"21","Lynn McGlothen","STL","2.0","0.0","1%","5.0","31","83","3","15","0","4","0","2",".181",".200",".193",".393","16","12","2.69","1.268","31","31","0","237.1","212","12","89","142",1974
"21","Rennie Stennett","PIT","2.0","0.0","1%","3.1","157","673","84","196","7","56","8","32",".291",".322",".374",".697","0","0","0","0","0","0","0","0","0","0","0","0",1974
"25","Bill Buckner","LAD","1.0","0.0","0%","3.1","145","580","83","182","7","58","31","30",".314",".351",".412",".763","0","0","0","0","0","0","0","0","0","0","0","0",1974
"25","Ron Cey","LAD","1.0","0.0","0%","4.8","159","577","88","151","18","97","1","76",".262",".349",".397",".746","0","0","0","0","0","0","0","0","0","0","0","0",1974
"1","Joe Morgan","CIN","321.0","21.0","96%","11.0","146","498","107","163","17","94","67","132",".327",".466",".508",".974","0","0","0","0","0","0","0","0","0","0","0","0",1975
"2","Greg Luzinski","PHI","154.0","0.0","46%","3.2","161","596","85","179","34","120","3","89",".300",".394",".540",".934","0","0","0","0","0","0","0","0","0","0","0","0",1975
"3","Dave Parker","PIT","120.0","0.0","36%","6.3","148","558","75","172","25","101","8","38",".308",".357",".541",".898","0","0","0","0","0","0","0","0","0","0","0","0",1975
"4","Johnny Bench","CIN","117.0","0.0","35%","6.6","142","530","83","150","28","110","11","65",".283",".359",".519",".878","0","0","0","0","0","0","0","0","0","0","0","0",1975
"5","Pete Rose","CIN","114.0","2.0","34%","4.1","162","662","112","210","7","74","0","89",".317",".406",".432",".838","0","0","0","0","0","0","0","0","0","0","0","0",1975
"6","Ted Simmons","STL","103.0","0.0","31%","4.9","157","581","80","193","18","100","1","63",".332",".396",".491",".887","0","0","0","0","0","0","0","0","0","0","0","0",1975
"7","Willie Stargell","PIT","69.0","0.0","21%","3.6","124","461","71","136","22","90","0","58",".295",".375",".516",".891","0","0","0","0","0","0","0","0","0","0","0","0",1975
"8","Al Hrabosky","STL","66.0","0.0","20%","4.0","65","15","2","3","0","4","0","2",".200",".294",".200",".494","13","3","1.66","1.079","65","0","22","97.1","72","3","33","82",1975
"9","Tom Seaver","NYM","65.0","0.0","19%","8.2","37","95","7","17","0","5","0","8",".179",".250",".189",".439","22","9","2.38","1.088","36","36","0","280.1","217","11","88","243",1975
"10","Randy Jones","SDP","54.0","0.0","16%","7.6","40","83","7","11","0","4","0","5",".133",".182",".157",".338","20","12","2.24","1.046","37","36","0","285.0","242","17","56","103",1975
"11","Steve Garvey","LAD","50.0","0.0","15%","5.1","160","659","85","210","18","95","11","33",".319",".351",".476",".827","0","0","0","0","0","0","0","0","0","0","0","0",1975
"12","Bill Madlock","CHC","45.0","0.0","13%","4.9","130","514","77","182","7","64","9","42",".354",".402",".479",".881","0","0","0","0","0","0","0","0","0","0","0","0",1975
"13","Dave Cash","PHI","26.0","0.0","8%","5.1","162","699","111","213","4","57","13","56",".305",".356",".388",".744","0","0","0","0","0","0","0","0","0","0","0","0",1975
"14","Rusty Staub","NYM","20.0","0.0","6%","3.0","155","574","93","162","19","105","2","77",".282",".371",".448",".818","0","0","0","0","0","0","0","0","0","0","0","0",1975
"15","Tony Perez","CIN","18.0","0.0","5%","3.1","137","511","74","144","20","109","1","54",".282",".350",".466",".816","0","0","0","0","0","0","0","0","0","0","0","0",1975
